 Age , Gender , Income_Level , Marital_Status , Education_Level , Occupation , Purchase_Category , Purchase_Amount , Frequency_of_Purchase , Purchase_Channel , Brand_Loyalty , Product_Rating , Time_Spent_on_Product_Research(hours) , Social_Media_Influence , Discount_Sensitivity , Return_Rate , Customer_Satisfaction , Engagement_with_Ads , Device_Used_for_Shopping , Payment_Method , Time_of_Purchase , Discount_Used , Customer_Loyalty_Program_Member , Purchase_Intent , Shipping_Preference , Time_to_Decision 
46.0,Non-binary,Middle,Divorced,High School,High,Sports & Outdoors,$83.33 ,11.0,In-Store,1.0,5.0,1.0,Medium,Very Sensitive,1.0,6.0,Low,Desktop,Debit Card,2/27/2024,True,True,Planned,Express,1.0
42.0,Male,High,Single,Bachelor's,Middle,Books,$411.81 ,4.0,Mixed,1.0,3.0,,High,Somewhat Sensitive,1.0,1.0,High,Smartphone,Cash,4/8/2024,True,True,Planned,Standard,1.0
44.0,Female,Middle,Married,Master's,High,Luxury Goods,$114.93 ,3.0,,4.0,3.0,1.0,High,Somewhat Sensitive,0.0,4.0,,Desktop,Other,8/23/2024,True,True,Impulsive,Standard,4.0
33.0,Female,High,Divorced,Master's,Middle,Jewelry & Accessories,$438.42 ,11.0,Online,3.0,2.0,2.0,,Very Sensitive,0.0,4.0,Low,Tablet,Cash,9/10/2024,,False,Planned,Express,4.0
36.0,Male,Middle,Widowed,,Middle,Luxury Goods,$189.97 ,2.0,In-Store,2.0,3.0,1.0,High,Somewhat Sensitive,0.0,3.0,Medium,Smartphone,Credit Card,3/6/2024,True,False,Need-based,Standard,8.0
35.0,Male,High,Divorced,Master's,Middle,Health Supplements,$227.03 ,12.0,Online,2.0,,0.0,High,Very Sensitive,2.0,10.0,Low,Desktop,PayPal,7/7/2024,True,True,Planned,Standard,2.0
26.0,Male,High,Divorced,Bachelor's,Middle,Home Appliances,$278.49 ,4.0,Mixed,5.0,5.0,0.0,Low,Somewhat Sensitive,1.0,5.0,Low,Smartphone,Credit Card,9/8/2024,True,True,Need-based,Express,8.0
,Female,High,Widowed,Bachelor's,High,Animal Feed,$120.56 ,5.0,Online,4.0,3.0,2.0,,Not Sensitive,2.0,7.0,Low,Tablet,Debit Card,6/3/2024,False,False,Need-based,Express,7.0
25.0,Male,High,Divorced,Bachelor's,,Gardening & Outdoors,$320.94 ,,,3.0,3.0,2.0,High,Not Sensitive,2.0,10.0,,Smartphone,Cash,11/8/2024,False,False,Impulsive,No Preference,10.0
37.0,Female,High,Divorced,Master's,Middle,Jewelry & Accessories,$217.72 ,3.0,In-Store,4.0,4.0,2.0,Medium,Not Sensitive,1.0,4.0,High,Tablet,Debit Card,10/16/2024,False,True,Wants-based,No Preference,14.0
25.0,Male,High,Widowed,Bachelor's,,Home Appliances,$222.61 ,3.0,Online,1.0,2.0,1.0,Medium,Very Sensitive,1.0,1.0,,Desktop,PayPal,7/3/2024,False,True,Need-based,Standard,3.0
40.0,,Middle,Divorced,High School,Middle,Beauty & Personal Care,$102.73 ,3.0,Mixed,4.0,5.0,0.3,,Not Sensitive,2.0,5.0,,Tablet,Debit Card,7/18/2024,False,False,Wants-based,Express,14.0
40.0,Female,Middle,Married,Bachelor's,High,Sports & Outdoors,$426.87 ,2.0,In-Store,4.0,2.0,2.0,,Not Sensitive,0.0,4.0,Medium,Smartphone,Debit Card,3/14/2024,False,False,,No Preference,3.0
20.0,Female,Middle,Widowed,High School,Middle,,$473.28 ,5.0,Online,,5.0,1.0,Medium,Very Sensitive,1.0,9.0,,Smartphone,Cash,12/9/2024,False,False,Need-based,Standard,
39.0,Male,High,Widowed,Bachelor's,High,Jewelry & Accessories,$446.03 ,9.0,In-Store,,1.0,2.0,Low,Somewhat Sensitive,2.0,7.0,,Tablet,Other,6/26/2024,True,True,Need-based,Express,
19.0,Female,High,Single,Bachelor's,High,Arts & Crafts,$287.95 ,,Mixed,2.0,3.0,2.0,,Very Sensitive,2.0,7.0,High,Tablet,,11/12/2024,True,True,Planned,Standard,11.0
31.0,Female,Middle,Widowed,Master's,High,Luxury Goods,$132.52 ,6.0,Mixed,1.0,2.0,,Medium,Somewhat Sensitive,2.0,10.0,Low,Smartphone,Debit Card,12/20/2024,True,True,Impulsive,Express,12.0
36.0,Female,Middle,Married,Bachelor's,Middle,Sports & Outdoors,$379.20 ,7.0,Online,5.0,1.0,0.0,Medium,Very Sensitive,2.0,2.0,High,Smartphone,Debit Card,5/28/2024,True,True,Need-based,No Preference,7.0
31.0,Genderfluid,Middle,Married,High School,,Groceries,$447.53 ,4.0,Online,2.0,1.0,2.0,High,Somewhat Sensitive,1.0,6.0,,Smartphone,PayPal,10/13/2024,True,True,Wants-based,No Preference,3.0
45.0,Female,,Divorced,Bachelor's,Middle,Office Supplies,$138.44 ,4.0,Mixed,5.0,,1.0,,Very Sensitive,1.0,2.0,,Smartphone,Cash,2/22/2024,,True,Wants-based,Express,1.0
45.0,Agender,Middle,Single,High School,Middle,Home Appliances,$440.62 ,8.0,Mixed,2.0,2.0,2.0,,Very Sensitive,1.0,3.0,Medium,Tablet,Debit Card,2/1/2024,True,True,Need-based,Express,6.0
23.0,Female,High,Divorced,Master's,High,Sports & Outdoors,$145.98 ,4.0,In-Store,1.0,2.0,1.0,Low,Very Sensitive,,5.0,High,Desktop,Other,9/16/2024,False,False,,No Preference,1.0
28.0,Male,Middle,Married,High School,High,Software & Apps,$405.66 ,11.0,Online,5.0,2.0,1.0,Medium,Somewhat Sensitive,1.0,3.0,High,Tablet,Cash,4/27/2024,True,False,Impulsive,Express,11.0
26.0,Female,High,Single,High School,Middle,Clothing,$419.98 ,7.0,In-Store,4.0,4.0,0.0,,Very Sensitive,0.0,10.0,Medium,Desktop,PayPal,4/28/2024,True,True,Impulsive,No Preference,14.0
50.0,Female,Middle,Divorced,Master's,High,Arts & Crafts,$260.14 ,5.0,Online,3.0,2.0,1.0,,Somewhat Sensitive,1.0,7.0,Low,Smartphone,Other,9/1/2024,True,True,Need-based,Standard,7.0
36.0,Female,Middle,Widowed,Bachelor's,High,Arts & Crafts,$368.91 ,10.0,In-Store,1.0,3.0,2.0,High,Not Sensitive,2.0,10.0,High,Desktop,Debit Card,3/21/2024,False,False,Need-based,No Preference,7.0
32.0,Male,Middle,Widowed,Master's,Middle,Home Appliances,,2.0,In-Store,5.0,1.0,1.0,Low,Very Sensitive,0.0,1.0,Medium,Tablet,Credit Card,12/11/2024,False,True,Planned,Express,8.0
34.0,Male,High,Married,Master's,,Food & Beverages,$107.82 ,7.0,Mixed,5.0,3.0,2.0,High,Very Sensitive,2.0,10.0,Low,Smartphone,Credit Card,12/4/2024,False,True,Wants-based,No Preference,2.0
50.0,Male,Middle,Married,High School,Middle,Baby Products,$83.88 ,11.0,Online,4.0,2.0,1.0,Medium,Not Sensitive,0.0,6.0,Low,Desktop,Other,2/24/2024,True,True,Planned,Express,4.0
24.0,Female,Middle,Widowed,Bachelor's,Middle,Travel & Leisure (Flights,$81.25 ,9.0,Online,1.0,2.0,,Low,Very Sensitive,2.0,8.0,Medium,Desktop,Cash,5/24/2024,True,,Planned,No Preference,10.0
49.0,Male,Middle,Widowed,Master's,High,,$125.80 ,12.0,In-Store,4.0,4.0,2.0,,Somewhat Sensitive,0.0,8.0,High,Desktop,PayPal,5/18/2024,False,True,,No Preference,1.0
18.0,Female,Middle,Single,Bachelor's,Middle,Health Supplements,$197.90 ,11.0,Mixed,2.0,4.0,2.0,Medium,Not Sensitive,1.0,4.0,Low,Desktop,Debit Card,4/2/2024,True,True,Wants-based,Standard,5.0
44.0,Male,High,,High School,Middle,Travel & Leisure (Flights,$299.09 ,8.0,In-Store,1.0,1.0,2.0,High,Very Sensitive,2.0,7.0,High,Tablet,,6/24/2024,False,False,Impulsive,Standard,14.0
41.0,Male,High,,High School,Middle,Travel & Leisure (Flights,,10.0,Online,,2.0,1.0,Low,Somewhat Sensitive,2.0,4.0,High,Smartphone,Debit Card,9/3/2024,,False,Planned,No Preference,2.0
33.0,Male,High,Divorced,High School,High,Books,$55.73 ,12.0,In-Store,4.0,3.0,0.3,Medium,,1.0,3.0,High,Tablet,PayPal,5/19/2024,False,True,Need-based,Express,3.0
46.0,Male,High,Single,Bachelor's,High,Software & Apps,$256.44 ,8.0,In-Store,4.0,1.0,2.0,High,Somewhat Sensitive,1.0,6.0,Medium,Tablet,Other,,False,False,Wants-based,Express,
23.0,Female,High,Married,,High,Toys & Games,$337.21 ,12.0,Online,1.0,5.0,1.0,Low,Somewhat Sensitive,0.0,9.0,,Smartphone,Debit Card,10/24/2024,True,,Planned,Express,11.0
35.0,Female,,Single,Master's,Middle,Software & Apps,$494.97 ,12.0,In-Store,5.0,,2.0,Low,,1.0,5.0,Low,Tablet,Debit Card,8/16/2024,,False,Planned,No Preference,7.0
31.0,Female,Middle,Widowed,High School,High,Arts & Crafts,$238.58 ,6.0,Online,3.0,2.0,2.0,Medium,Very Sensitive,,9.0,Medium,Tablet,PayPal,6/11/2024,True,True,Wants-based,Standard,8.0
20.0,Female,High,Single,Bachelor's,High,Sports & Outdoors,$131.90 ,8.0,Mixed,3.0,5.0,0.0,,Not Sensitive,2.0,4.0,Medium,Tablet,Credit Card,11/1/2024,,True,Planned,No Preference,
49.0,Female,Middle,Married,Bachelor's,High,Food & Beverages,$403.03 ,12.0,Mixed,1.0,5.0,1.0,Medium,Somewhat Sensitive,0.0,1.0,,Tablet,Other,8/22/2024,True,True,Wants-based,Standard,2.0
26.0,Female,High,Widowed,Bachelor's,High,Health Supplements,$338.60 ,10.0,In-Store,1.0,3.0,2.0,Medium,Somewhat Sensitive,1.0,3.0,Medium,Desktop,Other,,False,False,Planned,No Preference,9.0
,Male,Middle,Widowed,High School,High,Furniture,$365.38 ,11.0,Online,1.0,4.0,0.0,High,Somewhat Sensitive,0.0,9.0,Medium,Desktop,Cash,8/1/2024,False,False,Wants-based,Express,14.0
21.0,Male,Middle,Married,High School,,Sports & Outdoors,$433.99 ,11.0,Mixed,3.0,2.0,1.0,High,Not Sensitive,0.0,2.0,,,Credit Card,2/9/2024,False,False,Need-based,No Preference,8.0
35.0,Female,Middle,Widowed,High School,Middle,Health Care,$495.95 ,5.0,In-Store,4.0,2.0,0.0,High,Very Sensitive,1.0,7.0,,Smartphone,Other,4/10/2024,False,False,Planned,No Preference,6.0
41.0,Male,High,Married,High School,Middle,Baby Products,$356.22 ,7.0,In-Store,,5.0,0.0,Medium,Very Sensitive,1.0,7.0,High,Smartphone,Credit Card,6/10/2024,False,True,,Express,6.0
22.0,Genderqueer,High,Single,High School,Middle,Health Supplements,$156.40 ,7.0,,4.0,5.0,2.0,Low,Somewhat Sensitive,1.0,7.0,Low,Desktop,Credit Card,11/7/2024,False,True,Need-based,Standard,4.0
42.0,Male,Middle,Single,Master's,Middle,Sports & Outdoors,$454.36 ,3.0,In-Store,4.0,5.0,1.0,Low,Very Sensitive,1.0,8.0,Medium,Tablet,Cash,9/16/2024,True,False,Planned,No Preference,12.0
50.0,Male,High,Single,Bachelor's,High,Software & Apps,$486.07 ,11.0,Mixed,5.0,1.0,0.0,Medium,Somewhat Sensitive,2.0,6.0,,Tablet,Credit Card,1/16/2024,False,False,Planned,Standard,12.0
30.0,Female,,Divorced,High School,Middle,Packages),$427.86 ,11.0,,4.0,3.0,1.0,Medium,Not Sensitive,0.0,6.0,Medium,Desktop,Debit Card,3/3/2024,True,True,Need-based,Express,8.0
49.0,Female,High,Divorced,Master's,High,Beauty & Personal Care,$235.13 ,10.0,,5.0,4.0,1.0,Medium,Very Sensitive,2.0,3.0,,Smartphone,Other,3/29/2024,True,False,Planned,,6.0
40.0,Female,Middle,Divorced,Bachelor's,Middle,Groceries,$361.27 ,4.0,Online,3.0,3.0,1.0,,Not Sensitive,0.0,5.0,High,Tablet,Credit Card,9/15/2024,True,False,Need-based,Standard,2.0
38.0,Female,Middle,Single,Bachelor's,Middle,Furniture,$195.83 ,10.0,Mixed,1.0,2.0,2.0,,Not Sensitive,1.0,7.0,High,Desktop,Debit Card,1/25/2024,True,False,Need-based,No Preference,13.0
21.0,Male,High,Married,Master's,High,Sports & Outdoors,$340.31 ,10.0,Online,5.0,1.0,1.0,Low,Somewhat Sensitive,0.0,5.0,Low,Desktop,Other,9/18/2024,False,True,Impulsive,No Preference,14.0
40.0,Male,High,Divorced,Master's,High,Animal Feed,$489.67 ,5.0,Mixed,5.0,5.0,,,Very Sensitive,1.0,5.0,Medium,Tablet,Debit Card,12/21/2024,False,False,Wants-based,Standard,11.0
26.0,Male,High,Divorced,Master's,Middle,Mobile Accessories,$482.50 ,11.0,Mixed,1.0,1.0,,,Very Sensitive,2.0,1.0,,Smartphone,Cash,9/28/2024,True,True,Need-based,No Preference,13.0
32.0,Female,Middle,Married,Master's,Middle,Jewelry & Accessories,$433.14 ,10.0,In-Store,3.0,,2.0,Medium,Not Sensitive,2.0,3.0,High,Tablet,Debit Card,7/9/2024,False,False,Impulsive,No Preference,5.0
47.0,Female,Middle,Widowed,High School,High,Jewelry & Accessories,,6.0,Online,3.0,1.0,2.0,Low,Very Sensitive,2.0,10.0,Medium,Tablet,Other,9/27/2024,True,False,Wants-based,No Preference,10.0
21.0,,Middle,Single,Master's,Middle,Travel & Leisure (Flights,,12.0,Online,2.0,1.0,,High,Very Sensitive,0.0,4.0,Low,Desktop,Credit Card,1/9/2024,False,False,Planned,Express,7.0
34.0,Male,High,Widowed,High School,High,Electronics,$210.21 ,4.0,Mixed,4.0,1.0,2.0,High,Very Sensitive,0.0,10.0,High,Desktop,PayPal,7/5/2024,False,True,Need-based,No Preference,14.0
29.0,Male,Middle,Widowed,,High,Health Supplements,$408.81 ,8.0,Mixed,5.0,4.0,2.0,,Very Sensitive,1.0,3.0,Medium,Desktop,Debit Card,7/16/2024,False,True,Wants-based,Express,12.0
20.0,Female,Middle,Divorced,Bachelor's,High,Jewelry & Accessories,$118.65 ,10.0,Mixed,1.0,,0.0,Low,Very Sensitive,0.0,2.0,Low,Smartphone,Credit Card,1/9/2024,True,True,Impulsive,Standard,13.0
50.0,Male,,Divorced,Bachelor's,Middle,Software & Apps,$166.45 ,,Mixed,5.0,2.0,2.0,Low,Very Sensitive,2.0,1.0,High,Smartphone,,8/13/2024,True,False,Planned,Express,12.0
29.0,Female,,Divorced,Master's,High,Travel & Leisure (Flights,$385.32 ,10.0,Online,1.0,1.0,1.0,Low,Very Sensitive,0.0,1.0,Medium,Smartphone,,9/5/2024,True,True,Impulsive,Standard,9.0
25.0,Non-binary,Middle,Married,Bachelor's,High,,$293.99 ,10.0,Mixed,3.0,4.0,0.0,,Somewhat Sensitive,2.0,7.0,,Tablet,Credit Card,9/29/2024,False,True,,No Preference,5.0
37.0,Male,Middle,Widowed,High School,Middle,Toys & Games,$161.41 ,9.0,,1.0,4.0,0.0,Low,Very Sensitive,1.0,8.0,High,Desktop,PayPal,4/7/2024,True,False,Impulsive,Standard,
39.0,Male,Middle,,Master's,Middle,Groceries,$130.92 ,2.0,Online,1.0,2.0,1.0,High,Very Sensitive,2.0,2.0,,Tablet,Cash,12/18/2024,True,True,,No Preference,9.0
48.0,Female,Middle,Divorced,Bachelor's,High,Toys & Games,$468.60 ,4.0,Mixed,3.0,4.0,2.0,Medium,Somewhat Sensitive,0.0,6.0,,Desktop,PayPal,6/14/2024,False,True,Need-based,No Preference,2.0
47.0,Male,High,Divorced,Bachelor's,Middle,Toys & Games,$237.57 ,5.0,Online,3.0,3.0,,Medium,Somewhat Sensitive,0.0,3.0,Medium,Smartphone,Cash,4/25/2024,True,True,Need-based,No Preference,11.0
50.0,Female,Middle,Divorced,High School,High,Furniture,$395.18 ,5.0,In-Store,2.0,2.0,1.0,,,0.0,5.0,High,Smartphone,Other,7/20/2024,True,True,Need-based,,6.0
42.0,Polygender,High,Married,High School,Middle,Electronics,$427.94 ,12.0,Mixed,5.0,4.0,1.3,High,Not Sensitive,1.0,2.0,,Smartphone,Other,3/29/2024,False,False,Impulsive,No Preference,10.0
28.0,Female,,Single,Bachelor's,High,Hotels,$81.23 ,9.0,Mixed,2.0,5.0,2.0,High,Not Sensitive,1.0,10.0,,Tablet,Cash,3/26/2024,,True,Wants-based,Standard,6.0
23.0,Male,Middle,Single,High School,Middle,Hotels,$257.43 ,5.0,Online,4.0,2.0,0.0,Low,Somewhat Sensitive,1.0,7.0,Low,,Other,4/14/2024,True,True,,Standard,13.0
,Male,High,Divorced,High School,High,,$305.73 ,7.0,,2.0,5.0,1.0,Medium,Not Sensitive,2.0,8.0,Medium,Tablet,Cash,12/14/2024,True,False,,Express,14.0
32.0,Male,High,Single,Bachelor's,High,Toys & Games,$249.82 ,10.0,In-Store,5.0,3.0,1.0,High,Not Sensitive,2.0,6.0,Medium,Tablet,PayPal,,True,False,Wants-based,No Preference,10.0
33.0,Male,Middle,Divorced,Bachelor's,High,Animal Feed,,11.0,Online,3.0,5.0,2.0,,Not Sensitive,2.0,1.0,High,Tablet,PayPal,8/29/2024,False,False,Wants-based,No Preference,4.0
32.0,Male,High,Single,Bachelor's,Middle,Arts & Crafts,$78.90 ,3.0,In-Store,4.0,1.0,1.0,Low,Not Sensitive,0.0,1.0,Medium,Tablet,Debit Card,9/7/2024,False,True,Planned,Standard,10.0
29.0,,High,Widowed,,High,Health Care,$122.55 ,9.0,Mixed,2.0,4.0,0.3,Low,,2.0,3.0,Medium,Desktop,Credit Card,6/28/2024,,False,Impulsive,Express,4.0
25.0,Non-binary,High,Divorced,Bachelor's,Middle,Mobile Accessories,$307.61 ,6.0,Mixed,1.0,1.0,0.0,Low,Somewhat Sensitive,0.0,9.0,Medium,,PayPal,,True,True,Need-based,No Preference,10.0
41.0,Female,High,Divorced,Bachelor's,Middle,Software & Apps,$152.33 ,2.0,In-Store,1.0,5.0,1.0,,Not Sensitive,1.0,6.0,High,Smartphone,Debit Card,1/19/2024,False,True,Impulsive,No Preference,8.0
24.0,Female,Middle,Divorced,Bachelor's,High,Mobile Accessories,$465.07 ,8.0,Online,2.0,4.0,0.0,Medium,Not Sensitive,1.0,2.0,High,Desktop,Cash,3/2/2024,False,,Wants-based,No Preference,8.0
32.0,Female,High,Single,Master's,Middle,Sports & Outdoors,$498.23 ,10.0,Online,5.0,2.0,0.0,,Very Sensitive,0.0,7.0,Medium,Smartphone,Other,1/8/2024,True,False,Planned,No Preference,9.0
41.0,Female,Middle,Widowed,,Middle,Luxury Goods,$491.18 ,3.0,Mixed,4.0,4.0,1.0,High,Very Sensitive,0.0,6.0,,Smartphone,Cash,8/27/2024,False,False,Impulsive,No Preference,14.0
18.0,Male,Middle,Divorced,Bachelor's,Middle,Health Care,$149.42 ,3.0,Mixed,1.0,1.0,2.0,Medium,Very Sensitive,0.0,6.0,,Desktop,Cash,1/3/2024,True,False,Wants-based,Express,5.0
25.0,Male,Middle,Single,Master's,Middle,Furniture,$82.13 ,9.0,Online,5.0,1.0,0.0,Medium,Somewhat Sensitive,2.0,6.0,High,Tablet,,4/9/2024,True,True,Need-based,Express,6.0
49.0,Male,Middle,Divorced,Bachelor's,High,Sports & Outdoors,$425.18 ,4.0,Mixed,2.0,1.0,0.0,Medium,Very Sensitive,1.0,8.0,Medium,Tablet,PayPal,3/19/2024,True,False,Wants-based,Standard,10.0
39.0,Male,High,Married,Master's,Middle,Arts & Crafts,,8.0,Online,2.0,3.0,1.2,Medium,Somewhat Sensitive,1.0,10.0,Low,Desktop,Credit Card,6/15/2024,True,True,Impulsive,Standard,14.0
47.0,Female,High,Single,High School,Middle,Jewelry & Accessories,$70.30 ,6.0,Online,3.0,5.0,0.0,,Very Sensitive,1.0,8.0,Medium,Desktop,Cash,3/3/2024,True,True,,Standard,3.0
43.0,Male,Middle,Married,Bachelor's,Middle,Luxury Goods,,7.0,Mixed,4.0,5.0,0.0,,Very Sensitive,1.0,10.0,High,Desktop,Credit Card,11/17/2024,False,True,Planned,Standard,3.0
38.0,Female,High,Widowed,High School,High,Home Appliances,$113.51 ,11.0,Mixed,4.0,1.0,1.0,High,Not Sensitive,2.0,2.0,Low,Desktop,Credit Card,2/14/2024,True,True,Planned,Express,8.0
40.0,Female,High,,Bachelor's,Middle,Animal Feed,$492.74 ,2.0,Mixed,1.0,5.0,2.0,Low,Very Sensitive,1.0,3.0,High,Tablet,Other,2/29/2024,True,False,Need-based,Express,13.0
33.0,Male,Middle,Divorced,Master's,Middle,Furniture,$143.80 ,9.0,In-Store,2.0,2.0,,Low,Somewhat Sensitive,0.0,7.0,,Tablet,Debit Card,2/22/2024,True,False,Wants-based,No Preference,11.0
18.0,Agender,Middle,Widowed,Bachelor's,,Arts & Crafts,$158.54 ,5.0,Online,2.0,1.0,1.0,Low,,2.0,7.0,High,Smartphone,Debit Card,3/31/2024,False,False,Planned,Express,5.0
39.0,Female,High,Married,Bachelor's,High,Furniture,$213.39 ,,Online,3.0,4.0,2.0,Medium,Not Sensitive,2.0,5.0,Medium,Desktop,Cash,10/27/2024,False,True,Planned,Standard,4.0
31.0,Male,Middle,Divorced,Bachelor's,High,Health Supplements,,2.0,In-Store,5.0,5.0,1.0,Medium,Somewhat Sensitive,0.0,2.0,Medium,Desktop,Debit Card,12/21/2024,False,False,Planned,Standard,4.0
,Male,Middle,Divorced,Master's,High,Luxury Goods,$476.63 ,9.0,In-Store,3.0,5.0,2.0,Medium,Not Sensitive,2.0,2.0,,Desktop,Debit Card,11/19/2024,True,False,Impulsive,No Preference,1.0
31.0,Female,High,Single,Bachelor's,Middle,Animal Feed,$56.02 ,3.0,Online,5.0,3.0,1.0,,Very Sensitive,1.0,,High,Desktop,PayPal,9/13/2024,,True,Need-based,Standard,12.0
,Female,High,Widowed,Bachelor's,Middle,Electronics,$398.97 ,3.0,Online,2.0,3.0,,High,Not Sensitive,2.0,3.0,High,Tablet,Debit Card,9/26/2024,False,False,Impulsive,No Preference,9.0
27.0,Female,Middle,Divorced,,Middle,Groceries,$53.45 ,6.0,Mixed,2.0,3.0,1.0,High,Somewhat Sensitive,,9.0,High,Tablet,Debit Card,7/14/2024,False,False,Need-based,Standard,11.0
21.0,Agender,,Married,Bachelor's,High,Groceries,$61.19 ,2.0,Mixed,,5.0,1.0,,Not Sensitive,2.0,6.0,High,Desktop,PayPal,8/12/2024,True,True,Wants-based,No Preference,3.0
50.0,Female,Middle,Married,High School,Middle,Luxury Goods,$471.31 ,4.0,Mixed,1.0,5.0,2.0,High,Very Sensitive,0.0,,,Smartphone,Other,12/17/2024,False,True,Impulsive,Express,7.0
49.0,Female,High,Divorced,High School,High,Health Care,$179.19 ,10.0,In-Store,3.0,1.0,1.0,Low,Not Sensitive,2.0,7.0,,Tablet,PayPal,3/21/2024,False,False,Impulsive,Express,12.0
43.0,Female,High,Divorced,High School,Middle,Food & Beverages,$294.61 ,6.0,In-Store,2.0,1.0,0.0,,Very Sensitive,0.0,2.0,,Desktop,PayPal,10/3/2024,False,True,Wants-based,Express,4.0
35.0,Non-binary,High,Widowed,Bachelor's,,Health Care,$375.45 ,6.0,Online,3.0,,0.0,High,Not Sensitive,1.0,8.0,Medium,Smartphone,Other,4/14/2024,False,True,Impulsive,Express,1.0
21.0,Male,Middle,Widowed,Master's,High,Electronics,,12.0,In-Store,2.0,4.0,0.0,,Not Sensitive,2.0,,Low,Smartphone,Cash,1/25/2024,True,True,Need-based,Standard,10.0
34.0,Male,High,Married,High School,Middle,Home Appliances,$109.88 ,7.0,Online,,4.0,1.0,Low,Very Sensitive,,3.0,Medium,Smartphone,Credit Card,1/5/2024,False,True,Impulsive,Standard,11.0
21.0,Female,High,Married,High School,High,Office Supplies,$182.54 ,11.0,Mixed,5.0,5.0,1.0,Medium,Somewhat Sensitive,1.0,1.0,High,Tablet,Cash,8/21/2024,False,,Need-based,Standard,13.0
23.0,Female,High,Widowed,,High,Furniture,$465.48 ,3.0,Mixed,3.0,3.0,2.0,Medium,Very Sensitive,1.0,8.0,Medium,Tablet,Cash,6/21/2024,False,False,Wants-based,No Preference,1.0
31.0,Female,Middle,Married,High School,Middle,Health Care,$224.52 ,8.0,Mixed,3.0,3.0,2.0,Low,Not Sensitive,1.0,5.0,High,Desktop,,11/29/2024,,False,Impulsive,Express,1.0
,Male,High,Widowed,Master's,Middle,Beauty & Personal Care,$281.37 ,12.0,Online,2.0,3.0,2.0,Low,Very Sensitive,,2.0,Low,Smartphone,Debit Card,1/2/2024,False,True,Impulsive,Express,14.0
22.0,Female,,Married,Bachelor's,Middle,Office Supplies,$125.68 ,2.0,Online,1.0,4.0,1.0,,Not Sensitive,1.0,8.0,Medium,Smartphone,Debit Card,6/21/2024,True,False,Need-based,Express,9.0
38.0,Female,High,,High School,High,Beauty & Personal Care,$178.21 ,7.0,In-Store,1.0,,2.0,Low,Somewhat Sensitive,2.0,8.0,,Desktop,PayPal,5/24/2024,False,False,Planned,No Preference,9.0
27.0,Male,High,Divorced,Bachelor's,Middle,Health Care,$483.23 ,7.0,Online,2.0,4.0,2.0,Medium,Somewhat Sensitive,0.0,5.0,High,Smartphone,PayPal,12/19/2024,True,False,Impulsive,Express,9.0
18.0,Male,Middle,Married,Master's,High,Home Appliances,$415.30 ,11.0,In-Store,4.0,2.0,1.0,Low,Very Sensitive,1.0,9.0,,Tablet,PayPal,9/25/2024,False,True,Impulsive,Standard,2.0
36.0,Male,High,Married,Master's,Middle,Electronics,$85.52 ,7.0,Mixed,1.0,5.0,0.0,Medium,Somewhat Sensitive,1.0,3.0,Low,Smartphone,Other,10/31/2024,False,True,Planned,No Preference,
44.0,Female,Middle,Widowed,High School,High,Packages),$422.31 ,2.0,In-Store,3.0,4.0,1.0,Medium,Very Sensitive,0.0,6.0,,Smartphone,Other,8/9/2024,True,True,Impulsive,No Preference,3.0
48.0,Bigender,High,Married,High School,,Arts & Crafts,$70.42 ,11.0,Online,4.0,5.0,1.0,High,Not Sensitive,2.0,7.0,Low,Desktop,Other,10/1/2024,False,True,Need-based,Express,14.0
23.0,Female,,Widowed,Master's,Middle,Toys & Games,$437.40 ,6.0,Mixed,1.0,4.0,1.0,High,Somewhat Sensitive,2.0,5.0,Low,Tablet,Credit Card,6/16/2024,False,False,Planned,Express,1.0
35.0,Male,,Divorced,Bachelor's,Middle,Jewelry & Accessories,$207.11 ,4.0,Mixed,1.0,4.0,,High,Not Sensitive,0.0,1.0,Low,Tablet,Other,3/28/2024,True,False,Need-based,No Preference,2.0
50.0,,High,Widowed,Bachelor's,Middle,Animal Feed,$378.87 ,2.0,Online,5.0,2.0,2.0,,Very Sensitive,2.0,2.0,Medium,Desktop,Debit Card,6/16/2024,True,False,Planned,No Preference,9.0
30.0,Female,High,Divorced,High School,High,Baby Products,$349.00 ,10.0,Mixed,3.0,5.0,1.0,Low,Not Sensitive,1.0,5.0,Low,Desktop,PayPal,1/15/2024,False,True,Planned,No Preference,10.0
38.0,Male,Middle,Married,Bachelor's,Middle,Hotels,$330.27 ,3.0,In-Store,3.0,2.0,1.0,High,,1.0,9.0,High,,Other,2/10/2024,True,False,Impulsive,,9.0
,Male,Middle,Married,Master's,Middle,Health Supplements,$410.29 ,10.0,Online,2.0,4.0,1.0,Low,,2.0,4.0,,Smartphone,Credit Card,9/2/2024,True,False,Planned,,1.0
24.0,Female,High,,Master's,Middle,Hotels,$400.86 ,7.0,Online,3.0,3.0,1.0,High,Very Sensitive,1.0,7.0,Low,Smartphone,Credit Card,9/12/2024,True,False,Planned,No Preference,5.0
27.0,,High,Married,Master's,Middle,Beauty & Personal Care,$225.12 ,11.0,In-Store,3.0,,1.0,Medium,Somewhat Sensitive,0.0,1.0,,Desktop,,8/31/2024,True,False,Planned,Express,6.0
